word	sentence	translation	difficulty_rank	transliteration	source
کنار	از یک کنار قدم بردار.	Step aside.	2773		tatoeba
جبهه	جنگ سربازان را مجبور می‌کند به جبهه بروند.	War compelled soldiers to go to the front.	2774		tatoeba
بروند	جنگ سربازان را مجبور می‌کند به جبهه بروند.	War compelled soldiers to go to the front.	2774		tatoeba
مجبور	جنگ سربازان را مجبور می‌کند به جبهه بروند.	War compelled soldiers to go to the front.	2774		tatoeba
سربازان	جنگ سربازان را مجبور می‌کند به جبهه بروند.	War compelled soldiers to go to the front.	2774		tatoeba
رستوران	او به تازگی یک رستوران جدید رو کشف کرده	He's recently discovered a new restaurant.	2777		tatoeba
رو	او به تازگی یک رستوران جدید رو کشف کرده	He's recently discovered a new restaurant.	2777		tatoeba
تازگی	او به تازگی یک رستوران جدید رو کشف کرده	He's recently discovered a new restaurant.	2777		tatoeba
کشف	او به تازگی یک رستوران جدید رو کشف کرده	He's recently discovered a new restaurant.	2777		tatoeba
جنگی	این جنایت جنگی است.	This is a war crime.	2782		tatoeba
جنایت	این جنایت جنگی است.	This is a war crime.	2782		tatoeba
تقسیم	برای گرفتن ارزش واقعی شادی، باید آن را با کسی تقسیم کنید.	To get the full value of joy, you must have someone to divide it with.	2787		tatoeba
شادی	برای گرفتن ارزش واقعی شادی، باید آن را با کسی تقسیم کنید.	To get the full value of joy, you must have someone to divide it with.	2787		tatoeba
گرفتن	برای گرفتن ارزش واقعی شادی، باید آن را با کسی تقسیم کنید.	To get the full value of joy, you must have someone to divide it with.	2787		tatoeba
نام	نام او را فراموش کردم.	I forgot his name.	2788		tatoeba
فراموش	نام او را فراموش کردم.	I forgot his name.	2788		tatoeba
قبل	من فراموش کردم که تلویزیون را قبل به خواب رفتن خاموش کنم.	I forgot to turn off the television before going to sleep.	2788		tatoeba
تلویزیون	من فراموش کردم که تلویزیون را قبل به خواب رفتن خاموش کنم.	I forgot to turn off the television before going to sleep.	2788		tatoeba
فراموش	من فراموش کردم که تلویزیون را قبل به خواب رفتن خاموش کنم.	I forgot to turn off the television before going to sleep.	2788		tatoeba
گفتار	گفتار.	Speaking.	2803		tatoeba
دروغ	او به آسانی دروغ گفت.	He lied readily.	2805		tatoeba
آسانی	او به آسانی دروغ گفت.	He lied readily.	2805		tatoeba
آسانی	او به آسانی با آن موافقت کرد.	He readily agreed to it.	2805		tatoeba
موافقت	او به آسانی با آن موافقت کرد.	He readily agreed to it.	2805		tatoeba
اصیل	او از یک خاندان اصیل است.	He is of noble blood.	2808		tatoeba
خاندان	او از یک خاندان اصیل است.	He is of noble blood.	2808		tatoeba
افسردگی	تمام روز احساس افسردگی می‌کردم.	I was feeling blue all day.	2809		tatoeba
کامل	اتاق در تاریکی کامل بود.	The room was in complete darkness.	2813		tatoeba
تاریکی	اتاق در تاریکی کامل بود.	The room was in complete darkness.	2813		tatoeba
فرو	اتاق در تاریکی فرو رفت.	The room was engulfed in darkness.	2813		tatoeba
تاریکی	اتاق در تاریکی فرو رفت.	The room was engulfed in darkness.	2813		tatoeba
تاریکی	آنجا تاریکی است.	There is a darkness.	2813		tatoeba
صادق	من معمولاً کاملاً صادق هستم.	I'm usually quite frank.	2826		tatoeba
قفل	ساعت نه در قفل است.	The door is locked at nine o'clock.	2828		tatoeba
مناسبت	سخنرانی تو مناسب این مناسبت بود.	Your speech was appropriate for the occasion.	2831		tatoeba
سخنرانی	سخنرانی تو مناسب این مناسبت بود.	Your speech was appropriate for the occasion.	2831		tatoeba
مناسب	سخنرانی تو مناسب این مناسبت بود.	Your speech was appropriate for the occasion.	2831		tatoeba
نی	او مثل یک نی باریک است.	He is as slender as a reed.	2837		tatoeba
باریک	او مثل یک نی باریک است.	He is as slender as a reed.	2837		tatoeba
مثل	او مثل یک نی باریک است.	He is as slender as a reed.	2837		tatoeba
هنگ	کامپیوتر هنگ کرد.	The computer froze up.	2839		tatoeba
پیانو	آنها پیانو زدند.	They play the piano.	2842		tatoeba
زدند	آنها پیانو زدند.	They play the piano.	2842		tatoeba
انگیزه	او به من گفت که بی‌انگیزه است.	He told me that he's discouraged.	2850		tatoeba
جک	جک به انگلیسی صحبت می کند.	Jack speaks English.	2855		tatoeba
کشیدن	او شروع به فریاد کشیدن کرد.	He began to shout.	2865		tatoeba
فریاد	او شروع به فریاد کشیدن کرد.	He began to shout.	2865		tatoeba
زدن	فریاد زدن را متوقف کن!	Stop yelling!	2865		tatoeba
متوقف	فریاد زدن را متوقف کن!	Stop yelling!	2865		tatoeba
فریاد	فریاد زدن را متوقف کن!	Stop yelling!	2865		tatoeba
فریاد	چه کسی فریاد زد؟	Who yelled?	2865		tatoeba
زد	چه کسی فریاد زد؟	Who yelled?	2865		tatoeba
لهجه	این یک لهجهٔ محلی است.	This is a regional dialect.	2866		tatoeba
محلی	این یک لهجهٔ محلی است.	This is a regional dialect.	2866		tatoeba
لهجه	آنها با یک لهجهٔ جنوبی صحبت می‌کنند.	They were speaking in a Southern dialect.	2866		tatoeba
جنوبی	آنها با یک لهجهٔ جنوبی صحبت می‌کنند.	They were speaking in a Southern dialect.	2866		tatoeba
نگران	او نگران گربه ها است.	She is afraid of cats.	2872		tatoeba
نتیجه	او در باره‌ی نتیجه‌ی امتحان نگران است.	He is concerned about the result of the exam.	2872		tatoeba
باره	او در باره‌ی نتیجه‌ی امتحان نگران است.	He is concerned about the result of the exam.	2872		tatoeba
نگران	او در باره‌ی نتیجه‌ی امتحان نگران است.	He is concerned about the result of the exam.	2872		tatoeba
مورد	او در مورد امنیت شما نگران است.	She's worried about your safety.	2872		tatoeba
امنیت	او در مورد امنیت شما نگران است.	She's worried about your safety.	2872		tatoeba
نگران	او در مورد امنیت شما نگران است.	She's worried about your safety.	2872		tatoeba
شغل	او نگران شغل خود بود.	She was anxious about her job.	2872		tatoeba
وقتی	وقتی شب‌ها به خواب می‌روی نگران چه هستی؟	What do you worry about when you go to sleep at night?	2872		tatoeba
اقلیت	من در اقلیت هستم.	I'm in the minority.	2875		tatoeba
اقلیت	آیا ما در اقلیت هستیم.	Are we in the minority?	2875		tatoeba
رخ	کی خطا رخ داده است؟	When did the error occur?	2883		tatoeba
خطا	کی خطا رخ داده است؟	When did the error occur?	2883		tatoeba
جمله	این جمله خطا دارد.	This sentence contains an error.	2883		tatoeba
خطا	این جمله خطا دارد.	This sentence contains an error.	2883		tatoeba
ریاضیات	چگونه خطا در ریاضیات ممکن است؟	How is an error possible in mathematics?	2883		tatoeba
خطا	چگونه خطا در ریاضیات ممکن است؟	How is an error possible in mathematics?	2883		tatoeba
زیاد	کسی که کم فکر می‌کند، زیاد خطا می‌کند.	He that thinks little, errs much.	2883		tatoeba
بانک	من دارم به بانک می روم.	I'm going to the bank.	2884		tatoeba
دارم	من دارم به بانک می روم.	I'm going to the bank.	2884		tatoeba
دارم	آیا نیاز به عمل دارم؟	Do I need an operation?	2884		tatoeba
دارم	من یک سگ و یک گربه دارم.	I have a dog and a cat.	2884		tatoeba
خارجی	من دو دوست خارجی دارم.	I have two foreign friends.	2884		tatoeba
اولین	من اولین بار را به یاد دارم.	I remember the first time.	2884		tatoeba
ریاضیات	من در ریاضیات مهارت دارم.	I'm good at mathematics.	2884		tatoeba
مهارت	من در ریاضیات مهارت دارم.	I'm good at mathematics.	2884		tatoeba
بله	بله، من یک ایده ی خوب دارم.	Yes, I have a good idea.	2884		tatoeba
چهل	چهل سال دارم.	I'm forty years old.	2884		tatoeba
همان	دقیقاً همان ایده ای است که من دارم.	That is exactly the same idea as I have.	2884		tatoeba
آرامش	من در خانه آرامش دارم.	I have peace at home.	2884		tatoeba
جلسه	من یک جلسه مهم دارم.	I have an important meeting.	2884		tatoeba
حساسیت	من به سگ ها حساسیت دارم.	I'm allergic to dogs.	2884		tatoeba
صد	من روزی صد یورو درآمد دارم.	I make €100 a day.	2884		tatoeba
درآمد	من روزی صد یورو درآمد دارم.	I make €100 a day.	2884		tatoeba
روزی	من روزی صد یورو درآمد دارم.	I make €100 a day.	2884		tatoeba
یورو	من روزی صد یورو درآمد دارم.	I make €100 a day.	2884		tatoeba
توصیه	من یک توصیهٔ آخر برای تو دارم.	I have one final piece of advice for you.	2884		tatoeba
کوه	من پیاده روی در کوه را دوست دارم.	I like to walk in the mountains.	2884		tatoeba
کامل	من به تو ایمان کامل دارم.	I have absolute faith in you.	2884		tatoeba
ایمان	من به تو ایمان کامل دارم.	I have absolute faith in you.	2884		tatoeba
درباره	من نیاز دارم که با تو دربارهٔ چیزی شخصی صحبت کنم.	I need to talk to you about something personal.	2884		tatoeba
شخصی	من نیاز دارم که با تو دربارهٔ چیزی شخصی صحبت کنم.	I need to talk to you about something personal.	2884		tatoeba
قرمز	من واقعاً قرمز را دوست دارم.	I really like red.	2884		tatoeba
دستگیری	من به دستگیری نیاز دارم.	I need assistance.	2884		tatoeba
افسردگی	امروز احساس افسردگی دارم.	Today I'm feeling melancholic.	2884		tatoeba
سیب	من سیب‌ها را نیز دوست دارم.	I also like apples.	2884		tatoeba
